id,game_id,name,storyline,first_release_date,follow_count,hype_count,critic_rating_value,critic_rating_count,user_rating_value,user_rating_count
72922,5916,Mary-Kate & Ashley: Get a Clue!,NULL,2000-05-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
151063,5917,Mary-Kate & Ashley: Magical Mystery Mall,NULL,2000-10-11 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
14639,5918,Mary-Kate & Ashley: Pocket Planner,NULL,2000-11-02 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
169424,49909,Matchbox Caterpillar Construction Zone,NULL,2000-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
152530,127150,Max and the Haunted Castle,NULL,2000-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
131393,4352,Max Steel: Covert Missions,NULL,2000-10-07 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
34418,200965,Max Steel: Covert Missions,NULL,2000-10-07 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
118188,45815,Maximum Pool,NULL,2000-09-06 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
175017,198181,Maya the Bee: Garden Adventures,NULL,2000-11-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
132291,36932,Mayday: Conflict Earth,"In the year 2051, humans have depleted the environmental resources of the Earth. Ensuing natural disasters eventually led to a global conflict powered by three organizations: the technologically powerful UCA (United Continents of America), the science-oriented ASF (Asian Federation), and the shady SBL (Southern Block), with Europe trying to stay out of the war.",2000-12-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
190466,218,MDK2,NULL,2000-03-31 00:00:00.000,20,NULL,90.0000,1,80.6590,51
181233,786,MechWarrior 4: Vengeance,"The FedCom Civil War engulfs Kentares IV after William Dresari, a nephew of famed Clan War hero Duke Eric Dresari, betrays the family, launching a surprise attack by Steiner forces on the Dresari royal palace. William seizes the throne for himself under the banner of Katherine ""Katrina"" Steiner-Davion's Lyran Alliance and became responsible for the annihilation of loyalists to Victor Steiner-Davion. The betrayal leaves Eric Dresari and the majority of the royal family dead.

Upon hearing of the coup, Eric's son, Ian Dresari, returns home and meets up with his uncle, Sir Peter Dresari, on the moon orbiting Kentares to launch a guerrilla campaign to take back Kentares IV from the Steiner loyalists. Ian fights alongside with fellow Resistance MechWarriors Casey Nolan, Jen McQuarrie, and Jules Gonzales, and their commander Elise Rathburn in various missions. The Resistance abandons its base on the moon and sets up camp for the first time in Kentares' arctic regions. At one point during this campaign, Ian's uncle Peter is murdered by Duncan Burke, a high-ranking officer in Katrina's forces. Ian and the rest of the Resistance are devastated by the loss of his uncle and debate over whether or not to continue the fight for Kentares' freedom. They decide to push forward and manage to capture a satellite network from House Steiner. The rebel group moves into the mountains.

After destroying a disabled, but heavily guarded Steiner DropShip, Ian and the resistance move to the Hadra Peninsula, a remote desert region. Rumors of an abandoned prison camp reached the resistance and efforts are made to locate and liberate the camp in order to enlist more personnel for the Resistance cause. Along the way, Ian is shocked to find that one member of his family survived Steiner's siege of the Dresari palace: his sister Joanna. After a short reunion, Ian and Joanna are separated once more as the Resistance plans to mobilize their forces to take the fight to Steiner. While in Hadra, Ian kills James Kulin, who was tasked with suppressing the civilian population of Kentares and personally gave the orders to execute Ian and Joanna's family. They make a brief detour to save a coastal town named Vale after Steiner threatened to bomb the town due to allegations of links to the Resistance. Not only does the Resistance save the population, but Ian manages to personally defeat his uncle's murderer, Duncan Burke, in a heated duel.

Pushing forward into urban environments, the fighting heats up and the Resistance's casualties mount. Joanna informs Ian of an old armory cache hidden somewhere in the city full of equipment enough to outfit four heavy lances of 'Mechs - valuable for assaulting the Dresari palace, now the headquarters for the Steiner occupation. Before the search for the cache could be conducted however, Joanna and her lance are ambushed by Steiner forces, leaving her badly injured and in mortal danger. Ian has to make a choice, between rescuing his sister from certain death or securing the weapons cache for an assault on the Dresari palace. Whatever the player chooses, Ian and the Resistance fight one last battle against House Steiner, finally putting an end to the war. However, the fight is not yet over for Ian, as William shows up in a modified Daishi, challenging Ian to a duel. Ian defeats William and finally frees the planet from Steiner's grasp.

Depending what choice the player makes during the second-to-last mission, either Joanna or Ian will ascend the throne as Duchess or Duke, respectively.",2000-11-22 00:00:00.000,2,NULL,NULL,NULL,70.4460,10
124635,1308,Medal of Honor: Underground,NULL,2000-10-23 00:00:00.000,17,NULL,NULL,NULL,75.3742,56
180964,55140,Medarot 3 Kabuto Version,NULL,2000-07-23 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
143521,76575,Medarot 3 Kuwagata Version,NULL,2000-07-23 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
56026,92536,Medarot 3 Parts Collection: Z Kara no Chousenjou,NULL,2000-11-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
95843,66551,Medarot Card Robottle Kabuto/Kuwagata,NULL,2000-03-10 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
3001,92537,Medarot R Parts Collection,NULL,2000-03-16 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
184769,4002,MediEvil 2,"In Kensington in the year 1886, 500 years after Sir Daniel Fortesque's battle against the evil sorcerer Zarok, a sorcerer named Lord Palethorn discovers Zarok's spellbook and casts its spell of raising the dead over the city of London. However, the pages of the book soon scatter across London and Palethorn gains a demonlike appearance as a result. The spell Palethorn casts once again brings Sir Dan, who was resting at a nearby museum, back to life. He is recruited by a professor named Hamilton Kift and his ghostly sidekick Winston to recover the pages of Zarok's spellbook and put a stop to Palethorn's plans. Along the way, they end up being joined by an ancient mummy princess named Kiya, who becomes Dan's love interest.

During an incident in which Kiya goes off on her own, she is killed by Jack the Ripper, much to the shock of Dan. Discovering a time machine, Dan travels back in time in order to save Kiya, merging with his past self to gain golden armour. As Dan finally confronts Palethorn, he steals the pages from him and uses it to summon a large blue demon. However, Dan manages to turn the demon against Palethorn, putting a stop to both of them. As Palethorn blows up his lair on his dying breath, Dan decides to join Kiya together in the afterlife as they return to their eternal rest. If the player has collected all the Chalices, Dan and Kiya will instead go for a ride on the time machine, which takes them to Zarok's arena.",2000-04-19 00:00:00.000,17,NULL,NULL,NULL,79.9728,39
187188,1754,Mega Man Legends 2,NULL,2000-04-20 00:00:00.000,6,1,80.0000,1,85.1253,20
183850,1745,Mega Man X5,NULL,2000-11-30 00:00:00.000,12,NULL,50.0000,1,74.0398,69
90507,1749,Mega Man Xtreme,NULL,2000-10-20 00:00:00.000,2,NULL,NULL,NULL,60.3751,8
126242,80119,Mega Pinball,NULL,2000-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
9341,43974,Memories Off Pure,NULL,2000-04-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
74324,49912,Men in Black 2: The Series,NULL,2000-08-09 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
175175,198292,Menkyo wo Torou,NULL,2000-05-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
14631,66277,Mercurius Pretty: End of the Century,NULL,2000-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
132924,51184,Merlin Racing,NULL,2000-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
154838,9282,Messiah,NULL,2000-03-31 00:00:00.000,8,NULL,NULL,NULL,75.8563,10
159045,37572,Meta Communication Therapy: Nee Kiite!,NULL,2000-04-23 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
192845,24128,Metal Fatigue,NULL,2000-07-31 00:00:00.000,1,NULL,70.0000,1,70.0000,3
37425,209521,Metal Gear,NULL,2000-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
185118,5600,Metal Gear Solid,"Early 21st century. An incident of unprecedented magnitude sends shockwaves trhough the highest levels of the U.S. Government: A prototype bipedal armored vehicle, Metal Gear, has been seized along with its nuclear payload by an armed group. In a radical response to ths crisis situation, the government calls in Solid Snake, the master saboteur who singlehandedly brought down the fortress state of Outer Heaven seven years ago.",2000-04-24 00:00:00.000,10,1,NULL,NULL,82.6796,16
108337,38238,Metal Slader Glory: Director's Cut,NULL,2000-11-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
105338,75483,Metal Slug 1st Mission (Best Collection),NULL,2000-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
148521,43984,Metal Slug 2nd Mission,NULL,2000-03-09 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
195080,1408,Metal Slug 3,NULL,2000-01-23 00:00:00.000,40,NULL,82.3333,7,82.6724,150
68552,60115,Metamorphoses,NULL,2000-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
88347,3319,Metropolis Street Racer,NULL,2000-11-03 00:00:00.000,3,NULL,90.0000,1,89.9324,6
49882,43962,Mezase! Kanji Ou,NULL,2000-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
125718,72829,Mia Hamm Soccer 64,NULL,2000-11-09 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
36174,98004,Mia Hamm Soccer Shootout,NULL,2000-10-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
35748,3407,Michael Owen's WLS 2000,NULL,2000-11-09 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
146930,115838,Michelin Rally Masters: Race of Champions,NULL,2000-07-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
193103,3408,Mickey's Speedway USA,NULL,2000-11-13 00:00:00.000,NULL,NULL,NULL,NULL,80.0000,4
104298,93056,Micro Machines 1 and 2: Twin Turbo,NULL,2000-01-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
44771,8514,Micro Maniacs,NULL,2000-10-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
171554,44768,Micro Maniacs Racing,NULL,2000-04-07 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
180148,96510,Microsoft Casino,NULL,2000-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
179085,644,Microsoft Combat Flight Simulator 2: WWII Pacific Theater,NULL,2000-10-13 00:00:00.000,2,NULL,NULL,NULL,NULL,NULL
8860,78392,Microsoft Golf 2001 Edition,NULL,2000-08-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
132700,73142,Microsoft Puzzle Collection Entertainment Pack,NULL,2000-08-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
181204,6509,Midnight Club: Street Racing,"In secret gatherings around the world a mysterious group of urban street racers, known as the Midnight Club, a race for pride, power, and glory in sleekly customized, tricked-out sportscars.

Speeding through crowded streets, running red lights, terrorizing pedestrians, driving on sidewalks, and outrunning the cops are merely the beginning for the Midnight Club.

Furious action inaccurate models of New York and London - race anywhere in a living city and win the pink slips of opposing players.",2000-10-26 00:00:00.000,5,NULL,NULL,NULL,NULL,NULL
172831,5930,Midtown Madness 2,NULL,2000-09-22 00:00:00.000,6,NULL,90.0000,1,65.6266,31
179905,47679,Midway's Greatest Arcade Hits: Volume 1,NULL,2000-06-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
189458,7740,Might and Magic VIII: Day of the Destroyer,NULL,2000-02-29 00:00:00.000,8,NULL,NULL,NULL,80.6641,18
9929,39721,Mighty! Pang,NULL,2000-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
85805,23452,Mike Tyson Boxing,NULL,2000-10-31 00:00:00.000,NULL,NULL,33.0000,1,NULL,NULL
4833,37260,Mille Miglia,NULL,2000-10-13 00:00:00.000,NULL,1,NULL,NULL,NULL,NULL
76671,49962,Millennium Winter Sports,NULL,2000-05-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
82916,109100,Mini Car Racing,NULL,2000-01-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
67103,69910,Missing on Lost Island,NULL,2000-09-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
67807,118557,Mission: Impossible,NULL,2000-02-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
45462,43963,Mizuki Shigeru no Youkai Shashinkan,NULL,2000-01-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
167480,28193,MLB 2001,NULL,2000-02-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
181107,793,Mobil 1 Rally Championship,NULL,2000-01-31 00:00:00.000,4,NULL,NULL,NULL,82.3434,7
89293,75726,Mobile Suit Gundam Gihren's Greed: Blood of Zeon,NULL,2000-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
172562,37566,Moero!! Pro Yakyuu Rookies,NULL,2000-04-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
60223,176877,MoHo,NULL,2000-11-17 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
76984,129764,Monet - The Mystery of the Orangery,NULL,2000-12-31 00:00:00.000,1,1,NULL,NULL,NULL,NULL
131908,43720,Monster Bass,NULL,2000-01-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
112819,45015,Monster Rancher Battle Card: Episode II,NULL,2000-08-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
131451,49860,Monster Rancher Explorer,NULL,2000-11-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
38349,78298,Monster Rancher Hop-A-Bout,NULL,2000-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
120066,83238,Moorhuhn 2: Die Jagd Geht Weiter,NULL,2000-12-31 00:00:00.000,1,1,NULL,NULL,NULL,NULL
2619,37460,Morita Shogi for WonderSwan,NULL,2000-01-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
126916,45049,Mort The Chicken,NULL,2000-12-03 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
177257,1623,Mortal Kombat: Special Forces,"One of the earliest stories that established the Mortal Kombat universe was the relationship between Jax and Kano. Jax, a special forces agent, was hot on the trail of career criminal Kano, when he was led into the Mortal Kombat tournament. Kano represented the criminal underworld and Mortal Kombat was a supernatural event that caused all of these things to collide. But, we've only hinted at their shaded past. Lt. Sonya Blade and Kano disappear after the first tournament. Jax takes a risky rescue mission to the Outworld. He must save partner Sonya and stop Kano once for all.",2000-06-30 00:00:00.000,NULL,NULL,NULL,NULL,45.0194,9
98645,43783,Moses Prince of Egypt,NULL,2000-10-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
34047,10562,Moto Racer World Tour,NULL,2000-12-06 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
73562,795,Motocross Madness 2,NULL,2000-05-26 00:00:00.000,4,NULL,80.0000,1,74.8416,15
106040,43771,Motocross Mania,NULL,2000-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
2980,23012,MotoGP,NULL,2000-10-12 00:00:00.000,2,NULL,65.5000,2,NULL,NULL
179328,209160,MotoGP,NULL,2000-10-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
153157,3338,Ms. Pac-Man Maze Madness,NULL,2000-09-08 00:00:00.000,2,NULL,NULL,NULL,83.3333,6
168659,219351,Ms. Pac-Man/Galaga: Class of 1981,NULL,2000-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
90434,49960,MTV Sports: Pure Ride,NULL,2000-09-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
131001,49959,MTV Sports: Skateboarding Featuring Andy Macdonald,NULL,2000-09-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
20707,171252,Muddy Water,NULL,2000-03-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
136916,3258,Muppet Monster Adventure,NULL,2000-10-20 00:00:00.000,3,NULL,NULL,NULL,75.3368,5
131833,3259,Muppet RaceMania,NULL,2000-10-03 00:00:00.000,NULL,NULL,NULL,NULL,81.3395,6
83837,217770,My Angel,NULL,2000-10-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
157562,193374,My First Rayman,NULL,2000-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
170690,206771,My Friend Koo,NULL,2000-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
51513,66795,Mysteriet på Greveholm 3: Den gamla legenden,NULL,2000-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
153691,170352,Mysterious Song,NULL,2000-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
174111,217820,Nakayoshi Pet Series 2: Kawaii Usagi,A virtual pet simulator for Game Boy Color with rabbits.,2000-03-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
118927,177623,Namco Museum,NULL,2000-07-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
97883,108772,Nanatsu no Hikan: Senritsu no Bishou,"Friends Kei and Reina land on a mysterious island and search for their friend Ernest. But along the way, they encounter many different monsters in the different mansions they discover. It's up to them to defeat these foes, find their friend, and understand the mysteries of the island.",2000-01-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
122472,6522,Nancy Drew: Message in a Haunted Mansion,NULL,2000-11-24 00:00:00.000,1,NULL,NULL,NULL,60.1459,8
148585,28152,Napple Tale: Arsia in Daydream,NULL,2000-10-19 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
77482,38442,Narcissu: Moshimo Ashita ga Runara,NULL,2000-07-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
141630,70272,NASCAR 2000,NULL,2000-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
124465,45099,NASCAR 2001,NULL,2000-10-19 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
150243,58426,NASCAR Arcade,NULL,2000-11-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
28723,49957,NASCAR Challenge,NULL,2000-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
168633,26815,NASCAR Racers,NULL,2000-11-21 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
68446,44879,NASCAR Rumble,NULL,2000-02-03 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
170647,28836,NBA 2K1,NULL,2000-10-31 00:00:00.000,3,NULL,NULL,NULL,73.9312,5
62302,49904,NBA 3 on 3 Featuring Kobe Bryant,NULL,2000-01-07 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
170709,43861,NBA Live 2001,NULL,2000-10-16 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
149532,20263,NBA ShootOut 2000,NULL,2000-01-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
19594,20264,NBA ShootOut 2001,NULL,2000-12-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
101524,49902,NBA Show Time: NBA on NBC,NULL,2000-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
13157,43715,NCAA Final Four 2001,NULL,2000-12-02 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
116369,43712,NCAA Football 2000,NULL,2000-07-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
66853,43823,NCAA Football 2001,NULL,2000-08-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
132630,17425,Necronomicon: The Gateway to Beyond,"Enter the world of Necronomicon- where quiet scholar William H. Stanton is suddenly thrust into the dark and enigmatic world of the occult.

The year is 1927. Stanton is in the drawing room of his Providence, Rhode Island home when his childhood friend, Edgar, appears at his door.

Edgar, seems distraught and delirious and gives Stanton a metallic pyramid, telling him not to give it to anyone- especially himself.

Still reeling from Edgar’s appearance, Stanton is visited by a doctor who tells him that Edgar has lost his mind and must be institutionalized. William knows there is more to the story and decides to find Edgar, but on his way discovers a horrifying secret that threatens all of mankind.",2000-10-23 00:00:00.000,2,NULL,NULL,NULL,47.3193,5
169912,94,Need for Speed: Porsche Unleashed,NULL,2000-01-22 00:00:00.000,47,NULL,NULL,NULL,82.1577,144
64025,141028,Nemuru Mayu,NULL,2000-03-23 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
125729,166366,Neo ATLAS 3,NULL,2000-12-14 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
61444,47605,Neo Baccarat,NULL,2000-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
39450,47607,Neo Twenty One,NULL,2000-01-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
70175,58169,Netto de Tennis,NULL,2000-10-09 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
94109,63475,Netto Golf,NULL,2000-10-19 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
142219,18018,Never 7: The End of Infinity,NULL,2000-12-21 00:00:00.000,NULL,NULL,NULL,NULL,69.9658,5
22385,120499,New Bremen,NULL,2000-04-10 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
60641,56123,New Empire of Angels,NULL,2000-09-03 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
72323,8843,NFL 2K1,NULL,2000-09-07 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
116039,39598,NFL Blitz 2000 Gold Edition,NULL,2000-01-11 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
115962,144563,NFL Blitz 2001,NULL,2000-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
101756,47752,NFL Blitz 2001,NULL,2000-10-12 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
141327,43763,NFL GameDay 2001,NULL,2000-09-16 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
38127,3560,NFL QB Club 2001,NULL,2000-08-23 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
176120,92727,NGen Racing,NULL,2000-05-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
176125,814,NHL 2001,NULL,2000-09-26 00:00:00.000,4,NULL,NULL,NULL,69.9566,8
175359,8839,NHL 2K,NULL,2000-02-09 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
149873,206295,NHL Blades of Steel 2000,NULL,2000-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
150024,45124,NHL Blades of Steel 2000,NULL,2000-05-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
170760,20433,NHL FaceOff 2001,NULL,2000-10-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
177538,44843,NHL Rock the Rink,NULL,2000-03-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
74687,222582,Nice Cats,NULL,2000-09-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
130244,2758,Nicktoons Racing,NULL,2000-09-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
47420,43961,Nige-ron-pa,NULL,2000-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
126126,45860,Nightmare Creatures II,NULL,2000-05-24 00:00:00.000,2,NULL,NULL,NULL,52.7230,5
19428,40992,Nightmare in the dark,NULL,2000-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
48655,140434,Nightmist Online,"The fate of our world lies upon you, worthy adventurer. Will you chance the path of the hero, fighting for the deities of light, and striving for clarity in this turbulent world? Or perhaps you are a being of the shadows, vowing to wreak unearthly affliction on those unfortunate souls who dare cross your path. Be forewarned, however, as you strive to create a reputation for yourself in this land. Rarely do the gods forget a deed, and verily, your actions will be remembered.",2000-10-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
152249,166551,Ningyo no Rakuin,NULL,2000-03-08 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
55036,97956,Nintama Rantarou 64 Game Gallery,NULL,2000-04-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
49827,203115,Nintendo Mini Classics: Tetris,NULL,2000-11-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
134108,218006,No Limits Downhill Skiing,NULL,2000-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
134374,218008,No Limits Hydro Extreme,NULL,2000-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
134150,218007,No Limits Skateboarding,NULL,2000-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
169457,50549,Noddy and the Birthday Party,NULL,2000-09-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
50889,141495,Norman's Escape,NULL,2000-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
171549,5620,Nox,"Some decades before Jack's arrival to the Land of Nox (the eponymous fictional setting of the game), a group of Necromancers attempted to seize control over the world but was stopped by the legendary hero Jandor wielding an artifact weapon named ""the Staff of Oblivion"". Following the Necromancers' defeat, Jandor trapped their souls within the magical Orb, which the Arch-Wizard Horvath then transported to another dimension later revealed to be modern Earth. One of Jandor's last deeds of the war was saving a female infant he found in the Necromancers' lair: unsure what to do with a possible Necromancer offspring, he left the girl in the care of an Ogre village. He then disassembled the Staff and gave each piece to one of the three powerful factions in the game: the Fire Knights of the fortress Dün Mir (the Halberd of Horrendous), the wizards of Castle Galava (the Heart of Nox), and the conjurers' Temple of Ix (the Weirdling Beast). After this, he assumed the nickname ""Airship Captain"", under which he plays mentor role to the player throughout the game.",2000-01-31 00:00:00.000,21,NULL,NULL,NULL,78.5987,32
97035,47755,Nuclear Strike 64,NULL,2000-01-02 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
125031,3566,Nushi Tsuri 64: Shiokaze ni Notte,NULL,2000-05-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
60596,50560,Nushi Tsuri Adventure: Kite no Bouken,NULL,2000-08-04 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
115403,37561,O-chan no Oekaki Logic,NULL,2000-01-06 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
154537,49865,Oddworld Adventures 2,"The game continues the story of Abe, charting his efforts to save his fellow Mudokons from another plot by the Glukkons to exploit them. Abe discovers that the Glukkons are enslaving Mudokons, this time to produce a drink called Soulstorm Brew, which uses Mudokon bones and tears as its ingredients. Abe must travel to the Soul Storm Brewery, stop those corporate villains and save the enslaved Mudokon workers.",2000-01-19 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
175497,24156,Odyssey: The Search for Ulysses,NULL,2000-10-14 00:00:00.000,1,1,60.0000,1,NULL,NULL
93067,62127,Ogami Ichiro Funtouki: Sakura Taisen Kayou Show - Benitokage Yori,NULL,2000-02-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
110849,57306,OH NO!,NULL,2000-11-16 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
7179,50550,O'Leary Manager 2000,NULL,2000-10-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
51841,199195,Omiai Commando: Bakappuru ni Tsukkomi wo,NULL,2000-03-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
74052,71749,Opsys,NULL,2000-12-31 00:00:00.000,NULL,1,NULL,NULL,NULL,NULL
70686,80382,Option Tuning Car Battle Spec-R,NULL,2000-05-11 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
115318,139258,Orbiter 2016,NULL,2000-11-27 00:00:00.000,NULL,1,NULL,NULL,NULL,NULL
112603,75500,Orge Battle Gaiden,NULL,2000-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
10831,194618,Orisinal: Morning Sunshine,NULL,2000-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
